id,label,type,frequency,author
poem:poem_09488,At Eighty-three She Lives Alone,poem,1,Ruth Stone
poem:poem_09489,"The Pennacesse Leper Colony for Women, Cape Cod: 1922",poem,1,Norman Dubie
poem:poem_09490,Her Monologue of Dark Crepe with Edges of Light:,poem,1,Norman Dubie
poem:poem_09491,from Don't Let Me Be Lonely: “There is a button on the remote control called FAV...”,poem,1,Claudia Rankine
poem:poem_09492,from Don't Let Me Be Lonely: “A father tells his son the thing he regrets most about his life...”,poem,1,Claudia Rankine
poem:poem_09493,The Presence,poem,1,Odysseus Elytis
poem:poem_09494,Waiting for the Barbarians,poem,1,C. P. Cavafy
poem:poem_09495,The City,poem,1,C. P. Cavafy
poem:poem_09496,Ithaka,poem,1,C. P. Cavafy
poem:poem_09497,In Sparta,poem,1,C. P. Cavafy
poem:poem_09498,In the Same Space,poem,1,C. P. Cavafy
poem:poem_09499,The Seagull,poem,1,Norman Dubie
poem:poem_09500,Elegy to the Sioux,poem,1,Norman Dubie
poem:poem_09501,Thomas Hardy,poem,1,Norman Dubie
poem:poem_09502,The Ten Best Issues of Comic Books,poem,1,Alice Notley
poem:poem_09503,The Farm,poem,1,Joyce Sutphen
poem:poem_09504,Evening Angelus,poem,1,Joyce Sutphen
poem:poem_09505,In Black,poem,1,Joyce Sutphen
poem:poem_09506,Living in the Body,poem,1,Joyce Sutphen
poem:poem_09507,Little Black Tangrams,poem,1,Dara Wier
poem:poem_09508,The Batture,poem,1,Dara Wier
poem:poem_09509,A Secret Matter of Grave Importance,poem,1,Dara Wier
poem:poem_09510,Tiger Butter,poem,1,Diane Glancy
poem:poem_09511,Old Prairie House Between Tulsa and Bartlesville on US 75,poem,1,Diane Glancy
poem:poem_09512,Perseus in Arkansas,poem,1,Diane Glancy
poem:poem_09513,"Osage County Museum, Pawhuska, Oklahoma",poem,1,Diane Glancy
poem:poem_09514,Right Justly,poem,1,Diane Glancy
poem:poem_09515,The Last Day,poem,1,George Seferis
poem:poem_09516,Spring A. D.,poem,1,George Seferis
poem:poem_09517,The King of Asini,poem,1,George Seferis
poem:poem_09518,An Old Man on the River Bank,poem,1,George Seferis
poem:poem_09519,‘Thrush’,poem,1,George Seferis
poem:poem_09520,The Composer’s Winter Dream,poem,1,Norman Dubie
poem:poem_09521,In the Goddess’s Name I Summon You. . .,poem,1,George Seferis
poem:poem_09522,Helen,poem,1,George Seferis
poem:poem_09523,The Companions in Hades,poem,1,George Seferis
poem:poem_09524,Erotikos Logos,poem,1,George Seferis
poem:poem_09525,Letter of Mathios Paskalis,poem,1,George Seferis
poem:poem_09526,"Epiphany, 1937",poem,1,George Seferis
poem:poem_09527,Our Sun,poem,1,George Seferis
poem:poem_09528,A Wasp Woman Visits a Black Junkie in Prison,poem,1,Etheridge Knight
poem:poem_09529,For Freckle-Faced Gerald,poem,1,Etheridge Knight
poem:poem_09530,"For Malcolm, A Year After",poem,1,Etheridge Knight
poem:poem_09531,Apology for Apostasy?,poem,1,Etheridge Knight
poem:poem_09532,Last Words by “Slick”,poem,1,Etheridge Knight
poem:poem_09533,At a VA Hospital in the Middle of the United States of America: An Act in a Play,poem,1,Etheridge Knight
poem:poem_09534,from Postcards: A Metaphysical Journey,poem,1,Primus St. John
poem:poem_09535,Grand Illusion,poem,1,Norman Dubie
poem:poem_09536,"Like van Gogh, I Can’t Begin in Prose",poem,1,Primus St. John
poem:poem_09537,Dreamer,poem,1,Primus St. John
poem:poem_09538,Elizabeth’s War with the Christmas Bear,poem,1,Norman Dubie
poem:poem_09539,Confession,poem,1,Norman Dubie
poem:poem_09540,Homage to Philip K. Dick,poem,1,Norman Dubie
poem:poem_09541,Margaret’s Speech,poem,1,Norman Dubie
poem:poem_09542,Psychoanalysis: An Elegy,poem,1,Jack Spicer
poem:poem_09543,A Fifteenth-Century Zen Master,poem,1,Norman Dubie
poem:poem_09544,The Perfect Mother,poem,1,Susan Griffin
poem:poem_09545,The Bad Mother,poem,1,Susan Griffin
poem:poem_09546,Great As You Are,poem,1,Susan Griffin
poem:poem_09547,Planting the Sand Cherry,poem,1,Ann Struthers
poem:poem_09548,Voyage,poem,1,Samuel Menashe
poem:poem_09549,A-,poem,1,Samuel Menashe
poem:poem_09550,Autumn,poem,1,Samuel Menashe
poem:poem_09551,The Dead of Winter,poem,1,Samuel Menashe
poem:poem_09552,Forever and a Day,poem,1,Samuel Menashe
poem:poem_09553,Curriculum Vitae,poem,1,Samuel Menashe
poem:poem_09554,At a Standstill,poem,1,Samuel Menashe
poem:poem_09555,Mirror Image,poem,1,Samuel Menashe
poem:poem_09556,Adam Means Earth*,poem,1,Samuel Menashe
poem:poem_09557,Ruins,poem,1,Samuel Menashe
poem:poem_09558,Twilight Blues,poem,1,Samuel Menashe
poem:poem_09559,So they stood,poem,1,Samuel Menashe
poem:poem_09560,A pot poured out,poem,1,Samuel Menashe
poem:poem_09561,Simon Says,poem,1,Samuel Menashe
poem:poem_09562,Small Kingdom,poem,1,Samuel Menashe
poem:poem_09563,Salt and Pepper,poem,1,Samuel Menashe
poem:poem_09564,The Living End,poem,1,Samuel Menashe
poem:poem_09565,The Visitation,poem,1,Samuel Menashe
poem:poem_09566,The Niche,poem,1,Samuel Menashe
poem:poem_09567,Commemoration,poem,1,Samuel Menashe
poem:poem_09568,Longing for Prophets,poem,1,Shirley Kaufman
poem:poem_09569,Awe of Everything,poem,1,Dara Wier
poem:poem_09570,Instances of Wasted Ingenuity,poem,1,Dara Wier
poem:poem_09571,Marry Me,poem,1,Veronica Patterson
poem:poem_09572,Drifting,poem,1,Shirley Kaufman
poem:poem_09573,Three Trees,poem,1,Mary Jo Bang
poem:poem_09574,Definitely,poem,1,Mary Jo Bang
poem:poem_09575,How Beautiful,poem,1,Mary Jo Bang
poem:poem_09576,Concord Hymn,poem,1,Jack Spicer
poem:poem_09577,The Diving Apprentices,poem,1,Christopher Middleton
poem:poem_09578,Charles Meryon,poem,1,Christopher Middleton
poem:poem_09579,Nietzsche’s Hands,poem,1,Christopher Middleton
poem:poem_09580,January 1919,poem,1,Christopher Middleton
poem:poem_09581,Feuilleton 5: The Buskers,poem,1,Christopher Middleton
poem:poem_09582,Elegy a Little,poem,1,Donald Revell
poem:poem_09583,Deola Thinking,poem,1,Cesare Pavese
poem:poem_09584,Atlantic Oil,poem,1,Cesare Pavese
poem:poem_09585,Affairs,poem,1,Cesare Pavese
poem:poem_09586,Piano,poem,1,Patrick Phillips
poem:poem_09587,The Country Whore,poem,1,Cesare Pavese
poem:poem_09588,Words from Confinement,poem,1,Cesare Pavese
poem:poem_09589,“And then we cowards”,poem,1,Cesare Pavese
poem:poem_09590,Cancer and Complaint at Midsummer,poem,1,C. Dale Young
poem:poem_09591,Devon House,poem,1,C. Dale Young
poem:poem_09592,Ode to a Yellow Onion,poem,1,C. Dale Young
poem:poem_09593,Port Royal,poem,1,C. Dale Young
poem:poem_09594,At the Moment,poem,1,Joyce Sutphen
poem:poem_09595,A Kind of Villanelle,poem,1,Joyce Sutphen
poem:poem_09596,"Older, Younger, Both",poem,1,Joyce Sutphen
poem:poem_09597,Charles Graner Is Not America,poem,1,Geoffrey Brock
poem:poem_09598,Flesh of John Brown's Flesh: 2 December 1859,poem,1,Geoffrey Brock
poem:poem_09599,Cruising 99,poem,1,Garrett Hongo
poem:poem_09600,Something Whispered in the Shakuhachi,poem,1,Garrett Hongo
poem:poem_09601,“The Secretary of Liquor”,poem,1,Mark Rudman
poem:poem_09602,What is this about losing respect?,poem,1,Mark Rudman
poem:poem_09603,The Way,poem,1,Rae Armantrout
poem:poem_09604,Smokers of Paper,poem,1,Cesare Pavese
poem:poem_09605,Sad Wine (I),poem,1,Cesare Pavese
poem:poem_09606,Sad Wine (II),poem,1,Cesare Pavese
poem:poem_09607,Destiny,poem,1,Marin Sorescu
poem:poem_09608,Fountains in the sea,poem,1,Marin Sorescu
poem:poem_09609,To Katharine: At Fourteen Months,poem,1,Joelle Biele
poem:poem_09610,The Magus,poem,1,C. Dale Young
poem:poem_09611,Sunday Afternoon,poem,1,C. Dale Young
poem:poem_09612,Driving to Camp Lend-A-Hand,poem,1,Berwyn Moore
poem:poem_09613,For the South,poem,1,Neal Bowers
poem:poem_09614,The Future,poem,1,Neal Bowers
poem:poem_09615,Communications,poem,1,Neal Bowers
poem:poem_09616,Ghetto Funeral,poem,1,Charles Reznikoff
poem:poem_09617,[His mother stepped about her kitchen ...],poem,1,Charles Reznikoff
poem:poem_09618,[Passing the shop after school...],poem,1,Charles Reznikoff
poem:poem_09619,A Son with a Future,poem,1,Charles Reznikoff
poem:poem_09620,A Deserter,poem,1,Charles Reznikoff
poem:poem_09621,Sunflower,poem,1,Frank Steele
poem:poem_09622,Rain at the Zoo,poem,1,Kristen Tracy
poem:poem_09623,[His father carved umbrella handles...],poem,1,Charles Reznikoff
poem:poem_09624,"The English in Virginia, April 1607",poem,1,Charles Reznikoff
poem:poem_09625,Spain: Anno 1492,poem,1,Charles Reznikoff
poem:poem_09626,Depression,poem,1,Charles Reznikoff
poem:poem_09627,New Nation,poem,1,Charles Reznikoff
poem:poem_09628,Autobiography: New York,poem,1,Charles Reznikoff
poem:poem_09629,The Great Figure,poem,1,William Carlos Williams
poem:poem_09630,"Pagani's, November 8",poem,1,Ezra Pound
poem:poem_09631,from War is Kind [“I explain the silvered passing of a ship at night”],poem,1,Stephen Crane
poem:poem_09632,"from Inscriptions, 16: ""The lamps are burning in the synagogue""",poem,1,Charles Reznikoff
poem:poem_09633,Night-Piece,poem,1,Charles Reznikoff
poem:poem_09634,"from By the Well of Living and Seeing, Part II, Section 1: “Leaving the beach on a Sunday in a streetcar”",poem,1,Charles Reznikoff
poem:poem_09635,"from By the Well of Living and Seeing, Part II, Section 18: “I saw him walking along slowly at night”",poem,1,Charles Reznikoff
poem:poem_09636,"from By the Well of Living and Seeing, Part III, Section 11: “The house in which we now lived was old”",poem,1,Charles Reznikoff
poem:poem_09637,"Jews in Babylonia, Part 4: “The bread has become moldy”",poem,1,Charles Reznikoff
poem:poem_09638,Deerfield:1703,poem,1,Charles Reznikoff
poem:poem_09639,Slave Sale: New Orleans,poem,1,Charles Reznikoff
poem:poem_09640,Beer,poem,1,George Arnold
poem:poem_09641,Expression,poem,1,George Arnold
poem:poem_09642,Black Earth,poem,1,Marianne Moore
poem:poem_09643,A Graveyard,poem,1,Marianne Moore
poem:poem_09644,O Me! O Life!,poem,1,Walt Whitman
poem:poem_09645,The Feed,poem,1,M.L. Smoker
poem:poem_09646,Chokecherries,poem,1,Melissa Kwasny
poem:poem_09647,Common Blue,poem,1,Melissa Kwasny
poem:poem_09648,Other Fugitives and Other Strangers,poem,1,Rigoberto González
poem:poem_09649,Communion,poem,1,Catherine Imbriglio
poem:poem_09650,Pater Noster,poem,1,Catherine Imbriglio
poem:poem_09651,Tide of Voices,poem,1,Lynda Hull
poem:poem_09652,Jackson Hotel,poem,1,Lynda Hull
poem:poem_09653,"Father, Child, Water",poem,1,Gary Dop
poem:poem_09654,Ornithology,poem,1,Lynda Hull
poem:poem_09655,An Instrument Also,poem,1,Donald Revell
poem:poem_09656,The Pig,poem,1,Roald Dahl
poem:poem_09657,Bushwick: Latex Flat,poem,1,D. Nurkse
poem:poem_09658,brothers,poem,1,Lucille Clifton
poem:poem_09659,It sifts from Leaden Sieves - (291),poem,1,Emily Dickinson
poem:poem_09660,How many times these low feet staggered (238),poem,1,Emily Dickinson
poem:poem_09661,Much Madness is divinest Sense - (620),poem,1,Emily Dickinson
poem:poem_09662,Pity the Bathtub Its Forced Embrace of the Human Form,poem,1,Matthea Harvey
poem:poem_09663,Gradations of Blue,poem,1,Matthea Harvey
poem:poem_09664,In Defense of Our Overgrown Garden,poem,1,Matthea Harvey
poem:poem_09665,My name came from . . .,poem,1,Emmett Tenorio Melendez
poem:poem_09666,Implications for Modern Life,poem,1,Matthea Harvey
poem:poem_09667,The Future of Terror / 1,poem,1,Matthea Harvey
poem:poem_09668,The Future of Terror / 5,poem,1,Matthea Harvey
poem:poem_09669,"Elsewhere, Mon Amour",poem,1,Nick Flynn
poem:poem_09670,My Mother Contemplating Her Gun,poem,1,Nick Flynn
poem:poem_09671,April Rain Song,poem,1,Langston Hughes
poem:poem_09672,Lying,poem,1,Richard Wilbur
poem:poem_09673,Any Lit,poem,1,Harryette Mullen
poem:poem_09674,Elliptical,poem,1,Harryette Mullen
poem:poem_09675,Way Opposite,poem,1,Harryette Mullen
poem:poem_09676,Wipe That Simile Off Your Aphasia,poem,1,Harryette Mullen
poem:poem_09677,The Crowds Cheered as Gloom Galloped Away,poem,1,Matthea Harvey
poem:poem_09678,Suite for Emily,poem,1,Lynda Hull
poem:poem_09679,Rivers into Seas,poem,1,Lynda Hull
poem:poem_09680,Bar Xanadu,poem,1,Lynda Hull
poem:poem_09681,The Evening Wind,poem,1,William Cullen Bryant
poem:poem_09682,My House is the Red Earth,poem,1,Joy Harjo
poem:poem_09683,Invictus,poem,1,William Ernest Henley
poem:poem_09684,During the War,poem,1,Philip Levine
poem:poem_09685,Prayer for the Dead,poem,1,Stuart Kestenbaum
poem:poem_09686,Chrysalis,poem,1,Arthur Sze
poem:poem_09687,Anecdote of the Jar,poem,1,Wallace Stevens
poem:poem_09688,This is a Letter,poem,1,Rebecca Dunham
poem:poem_09689,Adam Waking,poem,1,Katie Peterson
poem:poem_09690,Tonight,poem,1,Agha Shahid Ali
poem:poem_09691,To a Poor Old Woman,poem,1,William Carlos Williams
poem:poem_09692,Heft,poem,1,Lisa Fishman
poem:poem_09693,The Tummy Beast,poem,1,Roald Dahl
poem:poem_09694,Chocolate,poem,1,Rita Dove
poem:poem_09695,The Crow,poem,1,Kaelum Poulson
poem:poem_09696,Mummy of a Lady Named Jemutesonekh,poem,1,Thomas James
poem:poem_09697,Reasons,poem,1,Thomas James
poem:poem_09698,Letters to a Stranger,poem,1,Thomas James
poem:poem_09699,Two Aunts,poem,1,Thomas James
poem:poem_09700,Dragging the Lake,poem,1,Thomas James
poem:poem_09701,Tom O’ Bedlam among the Sunflowers,poem,1,Thomas James
poem:poem_09702,Gathering Leaves in Grade School,poem,1,Judith Harris
poem:poem_09703,"[Of a girl, in white]",poem,1,Harryette Mullen
poem:poem_09704,[Kills bugs dead.],poem,1,Harryette Mullen
poem:poem_09705,[it’s rank it cranks you up],poem,1,Harryette Mullen
poem:poem_09706,[if your complexion is a mess],poem,1,Harryette Mullen
poem:poem_09707,[up from slobbery],poem,1,Harryette Mullen
poem:poem_09708,[go on sister sing your song],poem,1,Harryette Mullen
poem:poem_09709,"[marry at a hotel, annul ’em]",poem,1,Harryette Mullen
poem:poem_09710,The Jew and the Rooster Are One,poem,1,Gerald Stern
poem:poem_09711,Another Insane Devotion,poem,1,Gerald Stern
poem:poem_09712,After Work,poem,1,John Maloney
poem:poem_09713,The Trees are Down,poem,1,Charlotte Mew
poem:poem_09714,Cage,poem,1,Josephine Miles
poem:poem_09715,New Year's Poem,poem,1,Margaret Avison
poem:poem_09716,Time to Come,poem,1,Walt Whitman
poem:poem_09717,The Garden by Moonlight,poem,1,Amy Lowell
poem:poem_09718,Emergency Haying,poem,1,Hayden Carruth
poem:poem_09719,Notes on Poverty,poem,1,Hayden Carruth
poem:poem_09720,Scrambled Eggs and Whiskey,poem,1,Hayden Carruth
poem:poem_09721,Rain on Tin,poem,1,Rodney Jones
poem:poem_09722,Sitting with Others,poem,1,Rodney Jones
poem:poem_09723,The Mosquito,poem,1,Rodney Jones
poem:poem_09724,Anne Rutledge,poem,1,Edgar Lee Masters
poem:poem_09725,Lincoln,poem,1,Vachel Lindsay
poem:poem_09726,"Lincoln, Man of the People",poem,1,Edwin Markham
poem:poem_09727,Knucks,poem,1,Carl Sandburg
poem:poem_09728,"from The People, Yes",poem,1,Carl Sandburg
poem:poem_09729,Cool Tombs,poem,1,Carl Sandburg
poem:poem_09730,Lincoln,poem,1,Delmore Schwartz
poem:poem_09731,Hinged Double Sonnet for the Luna Moths,poem,1,Sean Nevin
poem:poem_09732,The Old Liberators,poem,1,Robert Hedin
poem:poem_09733,Return for an Instant,poem,1,Juan Ramón Jiménez
poem:poem_09734,Night Piece,poem,1,Juan Ramón Jiménez
poem:poem_09735,Road,poem,1,Juan Ramón Jiménez
poem:poem_09736,“I Am Not I”,poem,1,Juan Ramón Jiménez
poem:poem_09737,"“The Ship, Solid and Black”",poem,1,Juan Ramón Jiménez
poem:poem_09738,Dawn Outside the City Walls,poem,1,Juan Ramón Jiménez
poem:poem_09739,The Name Drawn from the Names,poem,1,Juan Ramón Jiménez
poem:poem_09740,Metals Metals,poem,1,Russell Edson
poem:poem_09741,[The predictability of these rooms],poem,1,Ben Lerner
poem:poem_09742,Hesitation Theory,poem,1,Reginald Shepherd
poem:poem_09743,Let Us Consider,poem,1,Russell Edson
poem:poem_09744,The Art Room,poem,1,Shara McCallum
poem:poem_09745,Elegy for a Soldier,poem,1,Marilyn Hacker
poem:poem_09746,Man in the Street or Hand Over Mouth,poem,1,Heather McHugh
poem:poem_09747,Letter to Martín Espada,poem,1,Doug Anderson
poem:poem_09748,The Guinea Pig and the Green Balloon,poem,1,Oni Buchanan
poem:poem_09749,Daughter,poem,1,James Lenfestey
poem:poem_09750,Is My Team Ploughing,poem,1,A. E. Housman
poem:poem_09751,Break of Day,poem,1,John Donne
poem:poem_09752,The Last Laugh,poem,1,Wilfred Owen
poem:poem_09753,Come Up from the Fields Father,poem,1,Walt Whitman
poem:poem_09754,Song of Myself: 35,poem,1,Walt Whitman
poem:poem_09755,Song of Myself: 36,poem,1,Walt Whitman
poem:poem_09756,Lines Depicting Simple Happiness,poem,1,Peter Gizzi
poem:poem_09757,A Panic That Can Still Come Upon Me,poem,1,Peter Gizzi
poem:poem_09758,"Vincent, Homesick for the Land of Pictures",poem,1,Peter Gizzi
poem:poem_09759,The Elephant,poem,1,Dan Chiasson
poem:poem_09760,Dissonance Royal Traveller,poem,1,Barbara Guest
poem:poem_09761,A Diamond,poem,1,Jack Spicer
poem:poem_09762,Ghost Villanelle,poem,1,Dan Lechay
poem:poem_09763,Envelope Artifact,poem,1,Mark Young
poem:poem_09764,phabetical,poem,1,Nico Vassilakis
poem:poem_09765,Fusion Series # 2570,poem,1,Cecil Touchon
poem:poem_09766,Belongings,poem,1,Sandra M. Gilbert
poem:poem_09767,Poem Beginning with a Line by Frank Lima,poem,1,Lisa Jarnot
poem:poem_09768,Riot,poem,1,Gwendolyn Brooks
poem:poem_09769,Mayor Harold Washington,poem,1,Gwendolyn Brooks
poem:poem_09770,Primer For Blacks,poem,1,Gwendolyn Brooks
poem:poem_09771,The Accompanist,poem,1,Dick Allen
poem:poem_09772,On Swearing,poem,1,Gary Dop
poem:poem_09773,Cutting Hair,poem,1,Minnie Bruce Pratt
poem:poem_09774,Finding a Bible in an Abandoned Cabin,poem,1,Robert Wrigley
poem:poem_09775,Fences,poem,1,Pat Mora
poem:poem_09776,First Glance,poem,1,Susan Hutton
poem:poem_09777,Wanting Sumptuous Heavens,poem,1,Robert Bly
poem:poem_09778,To a Waterfowl,poem,1,William Cullen Bryant
poem:poem_09779,God's World,poem,1,Edna St. Vincent Millay
poem:poem_09780,George Moore,poem,1,Marianne Moore
poem:poem_09781,Those Various Scalpels,poem,1,Marianne Moore
poem:poem_09782,Art,poem,1,Herman Melville
poem:poem_09783,Kosmos,poem,1,Walt Whitman
poem:poem_09784,"To the States,",poem,1,Walt Whitman
poem:poem_09785,Eurydice,poem,1,H. D.
poem:poem_09786,Sea Iris,poem,1,H. D.
poem:poem_09787,Human Cylinders,poem,1,Mina Loy
poem:poem_09788,Giovanni Franchi,poem,1,Mina Loy
poem:poem_09789,A Song,poem,1,Helen Maria Williams
poem:poem_09790,"To Mrs K____, On Her Sending Me an English Christmas Plum-Cake at Paris",poem,1,Helen Maria Williams
poem:poem_09791,The Lady and the Doctor,poem,1,Helen Leigh
poem:poem_09792,The Natural Child,poem,1,Helen Leigh
poem:poem_09793,On Education,poem,1,Elizabeth Bentley
poem:poem_09794,"A Poem, on the Supposition of an Advertisement Appearing in a Morning Paper, of the Publication of a Volume of Poems, by a Servant-Maid",poem,1,Elizabeth Hands
poem:poem_09795,Perplexity: A Poem,poem,1,Elizabeth Hands
poem:poem_09796,The Widower’s Courtship,poem,1,Elizabeth Hands
poem:poem_09797,On An Unsociable Family,poem,1,Elizabeth Hands
poem:poem_09798,Slavery,poem,1,Hannah More
poem:poem_09799,The Hackney Coachman: Or the Way to Get a Good Fare,poem,1,Hannah More
poem:poem_09800,Sonnet: To the Poppy [“While summer roses all their glory yield”],poem,1,Anna Seward
poem:poem_09801,"Sonnet 84: While one sere leaf, that parting Autumn yields",poem,1,Anna Seward
poem:poem_09802,"Sonnet 91: On the fleet streams, the Sun, that late arose",poem,1,Anna Seward
poem:poem_09803,"Sonnet 92: Behold that tree, in Autumn’s dim decay",poem,1,Anna Seward
poem:poem_09804,Thirty-Eight. To Mrs ____y,poem,1,Charlotte Smith
poem:poem_09805,"Sonnet: On Being Cautioned Against Walking on an Headland Overlooking the Sea, Because It Was Frequented by a Lunatic",poem,1,Charlotte Smith
poem:poem_09806,On the Departure of the Nightingale,poem,1,Charlotte Smith
poem:poem_09807,A Reverie,poem,1,Joanna Baillie
poem:poem_09808,A Disappointment,poem,1,Joanna Baillie
poem:poem_09809,A Mother to Her Waking Infant,poem,1,Joanna Baillie
poem:poem_09810,Song,poem,1,Joanna Baillie
poem:poem_09811,The Birth-day,poem,1,Mary Robinson
poem:poem_09812,London’s Summer Morning,poem,1,Mary Robinson
poem:poem_09813,Washing Day,poem,1,Anna Lætitia Barbauld
poem:poem_09814,To Mr. [S.T.] C[oleridge],poem,1,Anna Lætitia Barbauld
poem:poem_09815,Invitation To JBC,poem,1,Matilda Bethem
poem:poem_09816,Letter to ARC On Her Wishing to be Called Anna,poem,1,Matilda Bethem
poem:poem_09817,The Indifferent Shepherdess to Colin,poem,1,Ann Yearsley
poem:poem_09818,To Fashion,poem,1,Elizabeth Moody
poem:poem_09819,"To a Lady, Who Sent the Author a Present of a Fashionable Bonnet",poem,1,Elizabeth Moody
poem:poem_09820,Song: A youth for Jane with ardour sighed...,poem,1,Amelia Opie
poem:poem_09821,"Song: I once rejoiced, sweet evening gale...",poem,1,Amelia Opie
poem:poem_09822,"To Matthew Dodsworth, Esq., On a Noble Captain Declaring that His Finger Was Broken by a Gate",poem,1,Anna Dodsworth
poem:poem_09823,The Indian,poem,1,Elizabeth Kirkham Mathews
poem:poem_09824,Valentine To RR Written Extempore Feb. 14 1802,poem,1,Charlotte Richardson
poem:poem_09825,The Redbreast,poem,1,Charlotte Richardson
poem:poem_09826,The Rainbow,poem,1,Charlotte Richardson
poem:poem_09827,To My Daughter On Being Separated from Her on Her Marriage,poem,1,Anne Hunter
poem:poem_09828,Winter,poem,1,Anne Hunter
poem:poem_09829,The Violet,poem,1,Jane Taylor
poem:poem_09830,The Poppy,poem,1,Jane Taylor
poem:poem_09831,Poverty,poem,1,Jane Taylor
poem:poem_09832,To A Lady Who Said It Was Sinful to Read Novels,poem,1,Christian Milne
poem:poem_09833,Sent with a Flower-Pot Begging a Slip of Geranium,poem,1,Christian Milne
poem:poem_09834,Address to A Child During A Boisterous Winter Evening,poem,1,Dorothy Wordsworth
poem:poem_09835,The Mother’s Return,poem,1,Dorothy Wordsworth
poem:poem_09836,Loving and Liking: Irregular Verses Addressed to a Child,poem,1,Dorothy Wordsworth
poem:poem_09837,“The ribs and terrors in the whale”,poem,1,Herman Melville
poem:poem_09838,Envy,poem,1,Mary Lamb
poem:poem_09839,Misgivings,poem,1,Herman Melville
poem:poem_09840,Choosing A Profession,poem,1,Mary Lamb
poem:poem_09841,Breakfast,poem,1,Mary Lamb
poem:poem_09842,The Two Boys,poem,1,Mary Lamb
poem:poem_09843,To Wordsworth,poem,1,Felicia Dorothea Hemans
poem:poem_09844,Change,poem,1,Letitia Elizabeth Landon
poem:poem_09845,How Is It That the Snow,poem,1,Robert Haight
poem:poem_09846,Nights of 1964—1966: The Old Reliable,poem,1,Marilyn Hacker
poem:poem_09847,Applied Geometry,poem,1,Russell Libby
poem:poem_09848,Christmas Night,poem,1,Conrad Hilberry
poem:poem_09849,Gloves,poem,1,José Angel Araguz
poem:poem_09850,To Solitude,poem,1,Alice Cary
poem:poem_09851,Autumn,poem,1,Alice Cary
poem:poem_09852,"“Roll on, sad world! not Mercury or Mars”",poem,1,Frederick Goddard Tuckerman
poem:poem_09853,"“And Change, with hurried hand, has swept these scenes”",poem,1,Frederick Goddard Tuckerman
poem:poem_09854,"“How oft in schoolboy-days, from the school’s sway”",poem,1,Frederick Goddard Tuckerman
poem:poem_09855,"“Yet, even ’mid merry boyhood’s tricks and scapes”",poem,1,Frederick Goddard Tuckerman
poem:poem_09856,"“Thin little leaves of wood fern, ribbed and toothed”",poem,1,Frederick Goddard Tuckerman
poem:poem_09857,“How well do I recall that walk in state”,poem,1,Frederick Goddard Tuckerman
poem:poem_09858,The Slave Mother,poem,1,Frances Ellen Watkins Harper
poem:poem_09859,Bible Defense of Slavery,poem,1,Frances Ellen Watkins Harper
poem:poem_09860,Lines,poem,1,Frances Ellen Watkins Harper
poem:poem_09861,At Home from Church,poem,1,Sarah Orne Jewett
poem:poem_09862,A Caged Bird,poem,1,Sarah Orne Jewett
poem:poem_09863,The Widows’ House,poem,1,Sarah Orne Jewett
poem:poem_09864,the rites for Cousin Vit,poem,1,Gwendolyn Brooks
poem:poem_09865,The Days Gone By,poem,1,James Whitcomb Riley
poem:poem_09866,No Classes!,poem,1,Ella Wheeler Wilcox
poem:poem_09867,The Sonnet,poem,1,Ella Wheeler Wilcox
poem:poem_09868,The Engine,poem,1,Ella Wheeler Wilcox
poem:poem_09869,Nothing New,poem,1,Ella Wheeler Wilcox
poem:poem_09870,A Salutation,poem,1,Louise Imogen Guiney
poem:poem_09871,At a Symphony,poem,1,Louise Imogen Guiney
poem:poem_09872,W.H.,poem,1,Louise Imogen Guiney
poem:poem_09873,"Open, Time",poem,1,Louise Imogen Guiney
poem:poem_09874,Strikers in Hyde Park,poem,1,Louise Imogen Guiney
poem:poem_09875,The Lights of London,poem,1,Louise Imogen Guiney
poem:poem_09876,In the Reading-Room of the British Museum,poem,1,Louise Imogen Guiney
poem:poem_09877,Sunday Chimes in the City,poem,1,Louise Imogen Guiney
poem:poem_09878,Experience,poem,1,Edith Wharton
poem:poem_09879,Chartres,poem,1,Edith Wharton
poem:poem_09880,An Autumn Sunset,poem,1,Edith Wharton
poem:poem_09881,Sonnet XXV,poem,1,George Santayana
poem:poem_09882,On a Piece of Tapestry,poem,1,George Santayana
poem:poem_09883,Before a Statue of Achilles,poem,1,George Santayana
poem:poem_09884,The Sermon on the Warpland,poem,1,Gwendolyn Brooks
poem:poem_09885,Lines on Nonsense,poem,1,Eliza Lee Follen
poem:poem_09886,Children in Slavery,poem,1,Eliza Lee Follen
poem:poem_09887,Apprehension,poem,1,Hannah F. Gould
poem:poem_09888,The Butterfly’s Dream,poem,1,Hannah F. Gould
poem:poem_09889,The Child’s Address to the Kentucky Mummy,poem,1,Hannah F. Gould
poem:poem_09890,Death of an Infant,poem,1,Lydia Huntley Sigourney
poem:poem_09891,Indian Names,poem,1,Lydia Huntley Sigourney
poem:poem_09892,Poetry,poem,1,Lydia Huntley Sigourney
poem:poem_09893,The Western Emigrant,poem,1,Lydia Huntley Sigourney
poem:poem_09894,from Oracles for Youth,poem,1,Caroline Gilman
poem:poem_09895,The Newspaper,poem,1,Penina Moise
poem:poem_09896,To Shakespeare,poem,1,Frances Anne Kemble
poem:poem_09897,Sonnet,poem,1,Frances Anne Kemble
poem:poem_09898,Faith,poem,1,Frances Anne Kemble
